epoch,epochSeconds,lossTrain,lossValid,accValid
1,1812.497601954,3.688318,3.5564432,0.24000019
6,2016.82888913,3.5445306,3.535203,0.2114287
11,2023.675507647,3.4996176,3.4703577,0.17142862
16,2039.272079264,3.4754598,3.4761536,0.2228573
21,2047.512454649,3.4853866,3.4713612,0.2057144
26,2076.410607968,3.4500096,3.4658368,0.14857143
31,2069.094854384,3.4537969,3.5167391,0.11999995
