epoch,epochSeconds,lossTrain,lossValid,accValid
1,1579.84340149,3.1043637,2.867631,0.15714288
6,1775.601728326,2.429196,2.4342895,0.14285713
11,1799.552093723,2.237753,2.3383021,0.11428567
16,1794.88348118,2.1610577,2.2971065,0.12571424
21,1829.211973494,2.1641543,2.3217285,0.12857139
26,1675.041717958,2.1324663,2.3107975,0.11428567
31,1667.232520785,2.0256875,2.3073144,0.14571428
36,1697.551797118,2.0209568,2.3210871,0.14571428
41,1695.928808722,2.1522753,2.384917,0.11428567
