epoch,epochSeconds,lossTrain,lossValid,accValid
1,1627.609639645,3.0655043,2.763673,0.17142862
6,1644.679181079,2.4664228,2.5184236,9.714282e-2
11,1777.793392145,2.2093248,2.4145377,7.9999976e-2
16,1758.183431887,2.089672,2.3106558,0.11428567
21,1630.08333447,2.140014,2.3651361,0.11428567
26,1664.167283838,2.0487227,2.3244548,0.11142853
31,1671.351931589,2.0589879,2.394203,8.85714e-2
36,1659.824180426,2.031854,2.4036016,0.13142854
