epoch,epochSeconds,lossTrain,lossValid,accValid
1,1591.981097522,3.1406982,2.9295602,0.13714284
6,1723.531183608,2.3221755,2.4361746,0.11999995
11,1750.978131728,2.2036796,2.401997,0.13142854
16,1766.919394598,2.1033206,2.29821,0.10857139
21,1779.338234882,2.0792577,2.33806,7.9999976e-2
