epoch,epochSeconds,lossTrain,lossValid,accValid
1,1855.780699314,3.7068899,3.570464,0.24000019
6,2044.643541623,3.525937,3.5117233,0.25714308
11,2052.156554405,3.486542,3.46303,0.23428589
16,2093.817660461,3.4655864,3.4561803,0.22000015
21,2101.482578421,3.454302,3.454322,5.7142857e-3
26,2107.893531389,3.4457614,3.4783828,3.142857e-2
