epoch,epochSeconds,lossTrain,lossValid,accValid
1,1594.768478974,3.1804128,2.9067745,0.17714292
6,1673.707850933,2.3818045,2.448659,0.11142853
11,1670.180125405,2.18614,2.3698566,9.714282e-2
16,1692.220531193,2.079458,2.3083067,0.13999999
21,1768.25657333,2.0577533,2.3215263,9.428568e-2
