epoch,epochSeconds,lossTrain,lossValid,accValid
1,1604.291300512,3.8351138,3.7816782,0.11142853
6,1736.850761335,3.3652616,3.371309,7.7142835e-2
11,1835.522203943,3.0122902,3.1167626,0.11142853
16,1918.024767004,2.8349025,2.9420414,0.11714281
21,1885.034473748,2.712127,2.8729162,8.85714e-2
26,1638.421439257,2.6344116,2.7971725,9.9999964e-2
31,1652.250384189,2.5746894,2.7640338,0.10571425
36,1676.501871671,2.526339,2.7235515,9.428568e-2
