epoch,epochSeconds,lossTrain,lossValid,accValid
6,4009.548021824,2.502814,2.563166,0.16571432
11,4060.704978013,2.2200546,2.2770844,0.122857094
16,4132.774226429,1.9172437,2.2488196,0.2000001
21,4157.07354184,1.9418559,2.1777878,0.17428577
26,3416.252461745,2.1488607,2.3367665,0.18285722
30,3491.403048891,2.1300557,2.26646,0.16285717
