epoch,epochSeconds,lossTrain,lossValid,accValid
1,1766.154497573,3.230649,3.0702176,0.22571445
6,1860.226367369,2.416785,2.4876845,0.13999999
11,1897.587070731,2.2184827,2.3446515,0.13428569
16,1963.965030241,2.1460207,2.3058708,0.15428573
21,1912.599886722,2.0915763,2.2990746,0.122857094
26,1931.496023812,2.2154205,2.338103,0.12857139
31,1948.885391979,2.0903146,2.3400123,0.122857094
