epoch,epochSeconds,lossTrain,lossValid,accValid
1,3276.932802276,9.388425e9,1.05892416e9,0.0
6,3810.872398239,6.5590336e7,5.9454896e7,5.7142857e-3
11,3825.110708646,5.6370796e7,7.778767e7,0.0
16,3870.549565015,5.9294608e7,1.391479e8,1.4285714e-2
21,3385.270551559,3.2967078e7,6502535.5,5.7142857e-3
26,3527.12128792,2.5375488e7,1.3241596e7,0.0
31,3662.677428621,1.0246536e7,1754303.4,8.571428e-3
36,4342.880954473,8541980.0,6128568.5,2.0e-2
